material_number	material_number_text	brand	product_area	core_segment	component	component_text	manufactoring_location	characteristic_value	material_weight	packaging_code	packaging_category
98133708	Band Typ 2 (10-er)	PRL	PA4	Coated Abr/Polishing	6035949Y52	Label	Buyout(all entities)	PAPER	1.5	PCode_440854	Unassigned
59119895	Band Typ 2 (10-er)	PRL	PA4	Coated Abr/Polishing	6035765R59	Corrugated carton	Buyout(all entities)	CORRUGATED		PCode_304109	Unassigned
59119895	Band Typ 2 (10-er)	PRL	PA4	Coated Abr/Polishing	6035949Y52	Label	Buyout(all entities)	PAPER	1.5	PCode_440854	Unassigned
34808431	Band Typ 2 (10-er)	PRL	PA4	Coated Abr/Polishing	6035765R59	Corrugated carton	Buyout(all entities)	CORRUGATED		PCode_304109	Unassigned
34808431	Band Typ 2 (10-er)	PRL	PA4	Coated Abr/Polishing	6035949Y52	Label	Buyout(all entities)	PAPER	1.5	PCode_440854	Unassigned
39850129	Band Typ 2 (10-er)	PRL	PA4	Coated Abr/Polishing	6035765R59	Corrugated carton	Buyout(all entities)	CORRUGATED		PCode_304109	Unassigned
39850129	Band Typ 2 (10-er)	PRL	PA4	Coated Abr/Polishing	6035949Y52	Label	Buyout(all entities)	PAPER	1.5	PCode_440854	Unassigned
36653940	Band Typ 2 (10-er)	PRL	PA4	Coated Abr/Polishing	6035765R59	Corrugated carton	Buyout(all entities)	CORRUGATED		PCode_304109	Unassigned
36653940	Band Typ 2 (10-er)	PRL	PA4	Coated Abr/Polishing	6035949Y52	Label	Buyout(all entities)	PAPER	1.5	PCode_440854	Unassigned
29068254	NO DESCRIPTION	FED	PA3	Components	F03FA17893	Case	Buyout(all entities)	MOPLEN RP241H	6.2	PCode_853408	Unassigned
64217114	NO DESCRIPTION	FED	PA3	Components	F03FA17894	Case	Buyout(all entities)	MOPLEN RP241H	7.0	PCode_853408	Unassigned
41711786	NO DESCRIPTION	FED	PA3	Components	F03FA17895	Case	Buyout(all entities)	MOPLEN RP241H	7.0	PCode_853408	Unassigned
61154713	NO DESCRIPTION	FED	PA3	Components	F03FA17896	Case	Buyout(all entities)	MOPLEN RP241H	7.0	PCode_853408	Unassigned
28559971	NO DESCRIPTION	FED	PA3	Components	F03FA17897	Case	Buyout(all entities)	MOPLEN RP241H	7.0	PCode_853408	Unassigned
92374580	43pcs SDB Set Carton	BOT	PA5	Screw Driving & Sets	6035722B41	Cassette	Buyout(all entities)	TPE	199.3	PCode_810606	Unassigned
92374580	43pcs SDB Set Carton	BOT	PA5	Screw Driving & Sets	6801017003	Label               Adhesive-Label Set C	Buyout(all entities)	PAPER	2.0	PCode_657179	Unassigned
86389960	NLA- BULK S 1255 CTC	PRL	PA2	Recip Saw Blades	6035722146	Snap-Fit Dome Lid Package	NiP (St. Niklaus)	WELLPAPPE QUALITAET UPS		PCode_376369	Unassigned
86389960	NLA- BULK S 1255 CTC	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
87351728	NOF- BULK ACZ 85 RT3	PRL	PA2	Starlock	6035722069	Snap-Fit Dome Lid Package	NiP (St. Niklaus)	WELLPAPPE, UPS		PCode_376369	Unassigned
87351728	NOF- BULK ACZ 85 RT3	PRL	PA2	Starlock	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
69441639	MAK-  1ER AVZ 32RT10	PRL	PA2	Starlock	6035738530	Corrugated board insert	NiP (St. Niklaus)	WELLKARTON		PCode_478010	Unassigned
69441639	MAK-  1ER AVZ 32RT10	PRL	PA2	Starlock	6035738K81	Corrugated carton	NiP (St. Niklaus)	CORRUGATED	126.1	PCode_304109	Unassigned
69441639	MAK-  1ER AVZ 32RT10	PRL	PA2	Starlock	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
69441639	MAK-  1ER AVZ 32RT10	PRL	PA2	Starlock	6035948Z67	Blister Hood	NiP (St. Niklaus)	PET-GAG	7.9	PCode_802021	Unassigned
69441639	MAK-  1ER AVZ 32RT10	PRL	PA2	Starlock	6035948Z67	Blister Hood	NiP (St. Niklaus)	PET-GAG	7.9	PCode_802021	Unassigned
69441639	MAK-  1ER AVZ 32RT10	PRL	PA2	Starlock	6035821T19	Face Seal Blister Card MAK-  1ER AVZ 32R	NiP (St. Niklaus)	MCB/GT2	12.0	PCode_334699	Unassigned
69441639	MAK-  1ER AVZ 32RT10	PRL	PA2	Starlock	6035821T19	Face Seal Blister Card MAK-  1ER AVZ 32R	NiP (St. Niklaus)	MCB/GT2	12.0	PCode_334699	Unassigned
69441639	MAK-  1ER AVZ 32RT10	PRL	PA2	Starlock	6035834J51	Blister Hood	NiP (St. Niklaus)	PET-GAG	7.8	PCode_802021	Unassigned
69441639	MAK-  1ER AVZ 32RT10	PRL	PA2	Starlock	6035834J51	Blister Hood	NiP (St. Niklaus)	PET-GAG	7.8	PCode_802021	Unassigned
35345517	NLA- BULK T  101 AI	NTA	PA2	Jig Saw Blades	6035722217	Corrugated carton	NiP (St. Niklaus)	WELLKARTON		PCode_304109	Unassigned
35345517	NLA- BULK T  101 AI	NTA	PA2	Jig Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
36868321	ALD- BULK MATI68RSD4	PRL	PA2	Starlock	6035722023	Snap-Fit Dome Lid Package	NiP (St. Niklaus)	WELLPAPPE, UPS		PCode_376369	Unassigned
36868321	ALD- BULK MATI68RSD4	PRL	PA2	Starlock	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
64666430	85911MC	BOT	PA3	Routing	2610930997	Corrugated carton   IP	Lct (Lincolnton)	CORRUGATED	315.89	PCode_304109	Unassigned
64666430	85911MC	BOT	PA3	Routing	2610934225	Insert	Lct (Lincolnton)	PAPER/CARDBOARD		PCode_574213	Unassigned
64666430	85911MC	BOT	PA3	Routing	2610929310	"Carrying Case       Watchbox 1/4"" shank"	Lct (Lincolnton)	ABS/PC	30.0	PCode_236368	Unassigned
64666430	85911MC	BOT	PA3	Routing	2610929315	Fastener	Lct (Lincolnton)	PVC	1.0	PCode_242049	Unassigned
31638508	85903MC	BOT	PA3	Routing	2610930997	Corrugated carton   IP	Lct (Lincolnton)	CORRUGATED	315.89	PCode_304109	Unassigned
31638508	85903MC	BOT	PA3	Routing	2610929310	"Carrying Case       Watchbox 1/4"" shank"	Lct (Lincolnton)	ABS/PC	30.0	PCode_236368	Unassigned
31638508	85903MC	BOT	PA3	Routing	2610934225	Insert	Lct (Lincolnton)	PAPER/CARDBOARD		PCode_574213	Unassigned
31638508	85903MC	BOT	PA3	Routing	2610929315	Fastener	Lct (Lincolnton)	PVC	1.0	PCode_242049	Unassigned
61992801	B11208 L75 Lt300	PRL	PA1	Chisels	6035574007	Label               NEUTRA40X75 BIANCA	BrmP (Brembate)	PAPER	0.24	PCode_440854	Unassigned
95892972	MCB-5.5	BOT	PA3	Components	6801017952	Label	HzP3 (Hangzhou AC)	ARTPAPER	0.3	PCode_657179	Unassigned
97950812	TCT Multi27	PRL	PA2	Holesaws	6035834R04	Hinged clamshell	HzP3 (Hangzhou AC)	PET	16.0	PCode_993200	Unassigned
97950812	TCT Multi27	PRL	PA2	Holesaws	6035586600	Insert	HzP3 (Hangzhou AC)	CORRUGATED PAPERBOARD	215.1	PCode_574213	Unassigned
97950812	TCT Multi27	PRL	PA2	Holesaws	6035586599	Corrugated carton	HzP3 (Hangzhou AC)	PAPER	364.3	PCode_304109	Unassigned
97950812	TCT Multi27	PRL	PA2	Holesaws	6035588535	Insert card	HzP3 (Hangzhou AC)	IVORY BOARD	0.8	PCode_312214	Unassigned
97950812	TCT Multi27	PRL	PA2	Holesaws	6035910T86	Label	HzP3 (Hangzhou AC)	80G ADHESIVE PAPER	2.0	PCode_440854	Unassigned
58560210	TCT Multi114	PRL	PA2	Holesaws	6035586600	Insert	HzP3 (Hangzhou AC)	CORRUGATED PAPERBOARD	215.1	PCode_574213	Unassigned
58560210	TCT Multi114	PRL	PA2	Holesaws	6035586599	Corrugated carton	HzP3 (Hangzhou AC)	PAPER	364.3	PCode_304109	Unassigned
58560210	TCT Multi114	PRL	PA2	Holesaws	6035588537	Insert card	HzP3 (Hangzhou AC)	IVORY BOARD	2.7	PCode_312214	Unassigned
58560210	TCT Multi114	PRL	PA2	Holesaws	6035587534	Hinged clamshell	HzP3 (Hangzhou AC)	PET	75.0	PCode_993200	Unassigned
58560210	TCT Multi114	PRL	PA2	Holesaws	6035910T86	Label	HzP3 (Hangzhou AC)	80G ADHESIVE PAPER	2.0	PCode_440854	Unassigned
48439872	BHD12F20	BOT	PA5	Metal Drill Bits	2610059584	Skincard	Buyout(all entities)	.024 SKINBOARD	3.0	PCode_233229	Unassigned
48439872	BHD12F20	BOT	PA5	Metal Drill Bits	2610066647	Corrugated carton   Master	Buyout(all entities)	CORRUGATED	332.15	PCode_304109	Unassigned
22398898	BSPE3	BOT	PA5	Metal Drill Bits	2610059595	Skincard            BSPE3	Buyout(all entities)	.024 SKINBOARD	3.0	PCode_233229	Unassigned
22398898	BSPE3	BOT	PA5	Metal Drill Bits	2610066647	Corrugated carton   Master	Buyout(all entities)	CORRUGATED	332.15	PCode_304109	Unassigned
90794338	BPT8M100	BOT	PA5	Metal Drill Bits	2610059647	Skincard            BPT8M100	Buyout(all entities)	.024 SKINBOARD	3.0	PCode_233229	Unassigned
90794338	BPT8M100	BOT	PA5	Metal Drill Bits	2610066647	Corrugated carton   Master	Buyout(all entities)	CORRUGATED	332.15	PCode_304109	Unassigned
15898663	BDT38F16	BOT	PA5	Metal Drill Bits	2610059672	Skincard            BDT38F16	Buyout(all entities)	.024 SKINBOARD	3.0	PCode_233229	Unassigned
15898663	BDT38F16	BOT	PA5	Metal Drill Bits	2610066647	Corrugated carton   Master	Buyout(all entities)	CORRUGATED	332.15	PCode_304109	Unassigned
81960739	61940B10	BOT	PA5	Screw Driving & Sets	1609428746	Corrugated carton   9995200 MP	Lct (Lincolnton)	CORRUGATED A	132.83	PCode_304109	Unassigned
81960739	61940B10	BOT	PA5	Screw Driving & Sets	1609427144	Plastic Bag         3.7X 8.7X.002 POLY	Lct (Lincolnton)	PE	4.0	PCode_170045	Unassigned
59747495	64004929	PRL	PA5	Metal Drill Bits	2610059127	Label               TOP	Buyout(all entities)	60# GLOSS	0.36	PCode_440854	Unassigned
59747495	64004929	PRL	PA5	Metal Drill Bits	2610059128	Label               BACK	Buyout(all entities)	60# GLOSS	0.61	PCode_440854	Unassigned
59747495	64004929	PRL	PA5	Metal Drill Bits	2610059126	Label               FRONT	Buyout(all entities)	60# GLOSS	0.61	PCode_440854	Unassigned
59747495	64004929	PRL	PA5	Metal Drill Bits	2610066842	Folding Carton	Buyout(all entities)	PAPER/CARDBOARD		PCode_221631	Unassigned
59747495	64004929	PRL	PA5	Metal Drill Bits	2610066837	Corrugated carton	Buyout(all entities)	CORRUGATED	228.22	PCode_304109	Unassigned
13190202	DMAPL2110	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
13190202	DMAPL2110	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
13190202	DMAPL2110	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
13190202	DMAPL2110	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
13190202	DMAPL2110	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
13190202	DMAPL2110	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
13190202	DMAPL2110	DIA	PA1	HammerDrillingsmall	1609428893	Corrugated carton   9995679	Lct (Lincolnton)	CORRUGATED	238.74	PCode_304109	Unassigned
72900638	DMAPL2930	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
72900638	DMAPL2930	DIA	PA1	HammerDrillingsmall	6035911X25	Label	Lct (Lincolnton)	PP	0.42	PCode_440854	Unassigned
72900638	DMAPL2930	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
72900638	DMAPL2930	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
72900638	DMAPL2930	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
72900638	DMAPL2930	DIA	PA1	HammerDrillingsmall	2610066326	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.42	PCode_440854	Unassigned
72900638	DMAPL2930	DIA	PA1	HammerDrillingsmall	1609428893	Corrugated carton   9995679	Lct (Lincolnton)	CORRUGATED	238.74	PCode_304109	Unassigned
86906021	CC60482	BOT	PA5	Screw Driving & Sets	2610066887	Skincard	Buyout(all entities)	SKIN BOARD	1.58	PCode_233229	Unassigned
86906021	CC60482	BOT	PA5	Screw Driving & Sets	2610068065	Plastic Bag	Buyout(all entities)	PE	4.0	PCode_170045	Unassigned
86906021	CC60482	BOT	PA5	Screw Driving & Sets	1609428807	Corrugated carton   9995532	Buyout(all entities)	CORRUGATED	179.31	PCode_304109	Unassigned
59630435	HDC50	BOT	PA1	HammerDrillingsmall	2610066856	Folding Carton	Buyout(all entities)	CORRUGATED	46.12	PCode_221631	Unassigned
59630435	HDC50	BOT	PA1	HammerDrillingsmall	2610066858	Folding card	Buyout(all entities)	POLYESTER LAMINATE	0.4	PCode_372092	Unassigned
59630435	HDC50	BOT	PA1	HammerDrillingsmall	2610066904	Corrugated carton	Buyout(all entities)	CORRUGATED	439.81	PCode_304109	Unassigned
44550129	DMAPL4140-P25	DIA	PA1	HammerDrillingsmall	6035834U40	Plastic Tube Bottom Part	Lct (Lincolnton)	HDPE 01	26.3	PCode_252685	Unassigned
44550129	DMAPL4140-P25	DIA	PA1	HammerDrillingsmall	6035834U36	Plastic Tube Top Part	Lct (Lincolnton)	HDPE 01	28.0	PCode_439983	Unassigned
44550129	DMAPL4140-P25	DIA	PA1	HammerDrillingsmall	6035911V70	Label	Lct (Lincolnton)	PP	2.71	PCode_440854	Unassigned
44550129	DMAPL4140-P25	DIA	PA1	HammerDrillingsmall	2610066338	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	2.71	PCode_440854	Unassigned
44550129	DMAPL4140-P25	DIA	PA1	HammerDrillingsmall	1609432306	Plastic Tube Top Part 65X127TOPWHANG	Lct (Lincolnton)	HDPE	35.0	PCode_439983	Unassigned
44550129	DMAPL4140-P25	DIA	PA1	HammerDrillingsmall	1609428844	Corrugated carton   9995603	Lct (Lincolnton)	CORRUGATED	383.74	PCode_304109	Unassigned
44550129	DMAPL4140-P25	DIA	PA1	HammerDrillingsmall	1609432408	Plastic Tube Bottom Part 65X127BOTTOM	Lct (Lincolnton)	HDPE	35.0	PCode_252685	Unassigned
90792841	DMAPL4180-P25	DIA	PA1	HammerDrillingsmall	6035834U42	Plastic Tube Top Part	Lct (Lincolnton)	HDPE 01	43.0	PCode_439983	Unassigned
90792841	DMAPL4180-P25	DIA	PA1	HammerDrillingsmall	6035834U43	Plastic Tube Bottom Part	Lct (Lincolnton)	HDPE 01	41.0	PCode_252685	Unassigned
90792841	DMAPL4180-P25	DIA	PA1	HammerDrillingsmall	6035911V70	Label	Lct (Lincolnton)	PP	2.71	PCode_440854	Unassigned
90792841	DMAPL4180-P25	DIA	PA1	HammerDrillingsmall	2610066338	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	2.71	PCode_440854	Unassigned
90792841	DMAPL4180-P25	DIA	PA1	HammerDrillingsmall	1609428845	Corrugated carton   9995604	Lct (Lincolnton)	CORRUGATED	330.22	PCode_304109	Unassigned
90792841	DMAPL4180-P25	DIA	PA1	HammerDrillingsmall	1609432306	Plastic Tube Top Part 65X127TOPWHANG	Lct (Lincolnton)	HDPE	35.0	PCode_439983	Unassigned
90792841	DMAPL4180-P25	DIA	PA1	HammerDrillingsmall	1609432408	Plastic Tube Bottom Part 65X127BOTTOM	Lct (Lincolnton)	HDPE	35.0	PCode_252685	Unassigned
13037919	DMAMXAD1010	DIA	PA1	Hammerdr.large/other	2610068040	Plastic Tube Top Part	Lct (Lincolnton)	PE	60.76	PCode_439983	Unassigned
13037919	DMAMXAD1010	DIA	PA1	Hammerdr.large/other	2610066350	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	2.71	PCode_440854	Unassigned
13037919	DMAMXAD1010	DIA	PA1	Hammerdr.large/other	2610068041	Plastic Tube Bottom Part	Lct (Lincolnton)	PE	62.77	PCode_252685	Unassigned
13037919	DMAMXAD1010	DIA	PA1	Hammerdr.large/other	1609428845	Corrugated carton   9995604	Lct (Lincolnton)	CORRUGATED	330.22	PCode_304109	Unassigned
13037919	DMAMXAD1010	DIA	PA1	Hammerdr.large/other	1609432609	Anti-Theft Device   SENSTAG ZLAPX7K51	Lct (Lincolnton)	PS/PE	1.0	PCode_827864	Unassigned
48388619	HSAS5003	BOT	PA5	Wood Drill Bits	2610067071	Label               HSAS5003 Front	Buyout(all entities)	60# GLOSS	2.0	PCode_440854	Unassigned
48388619	HSAS5003	BOT	PA5	Wood Drill Bits	2610067051	Insert card         HSAS5003	Buyout(all entities)	PAPER/CARDBOARD	8.0	PCode_312214	Unassigned
48388619	HSAS5003	BOT	PA5	Wood Drill Bits	1609432609	Anti-Theft Device   SENSTAG ZLAPX7K51	Buyout(all entities)	PS/PE	1.0	PCode_827864	Unassigned
92831241	DB1241E	BOT	PA1	DiamondDiscs/CoreBit	2610068228	Label	Buyout(all entities)	PAPER	0.38	PCode_440854	Unassigned
92831241	DB1241E	BOT	PA1	DiamondDiscs/CoreBit	2610042095	Label               INNER PACK - TU	Buyout(all entities)	PAPER	3.0	PCode_440854	Unassigned
92831241	DB1241E	BOT	PA1	DiamondDiscs/CoreBit	2610037510	Corrugated carton   Master Carton	Buyout(all entities)	PAPER/CARDBOARD	505.09	PCode_304109	Unassigned
92831241	DB1241E	BOT	PA1	DiamondDiscs/CoreBit	2610037511	Corrugated carton   Inner Carton	Buyout(all entities)	PAPER/CARDBOARD	395.23	PCode_304109	Unassigned
82014240	DB1441E	BOT	PA1	DiamondDiscs/CoreBit	2610068229	Label	Buyout(all entities)	PAPER	0.38	PCode_440854	Unassigned
82014240	DB1441E	BOT	PA1	DiamondDiscs/CoreBit	2610053288	Corrugated carton   Master Carton	Buyout(all entities)	PAPER/CARDBOARD	382.66	PCode_304109	Unassigned
82014240	DB1441E	BOT	PA1	DiamondDiscs/CoreBit	2610042095	Label               INNER PACK - TU	Buyout(all entities)	PAPER	3.0	PCode_440854	Unassigned
82014240	DB1441E	BOT	PA1	DiamondDiscs/CoreBit	2610037513	Corrugated carton   Inner Carton	Buyout(all entities)	PAPER/CARDBOARD	452.11	PCode_304109	Unassigned
82014240	DB1441E	BOT	PA1	DiamondDiscs/CoreBit	2610023681	Clamshell blister	Buyout(all entities)	PVC	173.5	PCode_207545	Unassigned
10992130	DOU125BW	DIA	PA2	Starlock	2610068633	Insert card         DOU125BW	Lct (Lincolnton)	PAPER/CARDBOARD	3.26	PCode_312214	Unassigned
10992130	DOU125BW	DIA	PA2	Starlock	2610068668	Corrugated carton   260x103x193	Lct (Lincolnton)	FOLDING BOX	129.0	PCode_304109	Unassigned
10992130	DOU125BW	DIA	PA2	Starlock	2610068672	Blister hood        1 piece OMT Front	Lct (Lincolnton)	PVC	8.6	PCode_802021	Unassigned
10992130	DOU125BW	DIA	PA2	Starlock	2610068675	Blister hood        OMT Back	Lct (Lincolnton)	PVC	8.1	PCode_802021	Unassigned
10992130	DOU125BW	DIA	PA2	Starlock	1609432609	Anti-Theft Device   SENSTAG ZLAPX7K51	Lct (Lincolnton)	PS/PE	1.0	PCode_827864	Unassigned
51262155	DOU125BW3	DIA	PA2	Starlock	2610068668	Corrugated carton   260x103x193	Lct (Lincolnton)	FOLDING BOX	129.0	PCode_304109	Unassigned
51262155	DOU125BW3	DIA	PA2	Starlock	2610068634	Insert card         DOU125BW3	Lct (Lincolnton)	PAPER/CARDBOARD	3.26	PCode_312214	Unassigned
51262155	DOU125BW3	DIA	PA2	Starlock	2610068673	Blister hood        3 piece OMT Front	Lct (Lincolnton)	PVC	8.0	PCode_802021	Unassigned
51262155	DOU125BW3	DIA	PA2	Starlock	2610068675	Blister hood        OMT Back	Lct (Lincolnton)	PVC	8.1	PCode_802021	Unassigned
51262155	DOU125BW3	DIA	PA2	Starlock	1609432609	Anti-Theft Device   SENSTAG ZLAPX7K51	Lct (Lincolnton)	PS/PE	1.0	PCode_827864	Unassigned
16612140	DOU125JBW	DIA	PA2	Starlock	2610068637	Insert card         DOU125JBW	Lct (Lincolnton)	PAPER/CARDBOARD	3.26	PCode_312214	Unassigned
16612140	DOU125JBW	DIA	PA2	Starlock	2610068675	Blister hood        OMT Back	Lct (Lincolnton)	PVC	8.1	PCode_802021	Unassigned
16612140	DOU125JBW	DIA	PA2	Starlock	2610068672	Blister hood        1 piece OMT Front	Lct (Lincolnton)	PVC	8.6	PCode_802021	Unassigned
16612140	DOU125JBW	DIA	PA2	Starlock	2610068668	Corrugated carton   260x103x193	Lct (Lincolnton)	FOLDING BOX	129.0	PCode_304109	Unassigned
16612140	DOU125JBW	DIA	PA2	Starlock	1609432609	Anti-Theft Device   SENSTAG ZLAPX7K51	Lct (Lincolnton)	PS/PE	1.0	PCode_827864	Unassigned
13668173	DOU125JBW3	DIA	PA2	Starlock	2610068668	Corrugated carton   260x103x193	Lct (Lincolnton)	FOLDING BOX	129.0	PCode_304109	Unassigned
13668173	DOU125JBW3	DIA	PA2	Starlock	2610068673	Blister hood        3 piece OMT Front	Lct (Lincolnton)	PVC	8.0	PCode_802021	Unassigned
13668173	DOU125JBW3	DIA	PA2	Starlock	2610068638	Insert card         DOU125JBW3	Lct (Lincolnton)	PAPER/CARDBOARD	3.26	PCode_312214	Unassigned
13668173	DOU125JBW3	DIA	PA2	Starlock	2610068675	Blister hood        OMT Back	Lct (Lincolnton)	PVC	8.1	PCode_802021	Unassigned
13668173	DOU125JBW3	DIA	PA2	Starlock	1609432609	Anti-Theft Device   SENSTAG ZLAPX7K51	Lct (Lincolnton)	PS/PE	1.0	PCode_827864	Unassigned
65286861	DOU200RBD	DIA	PA2	Starlock	2610068675	Blister hood        OMT Back	Lct (Lincolnton)	PVC	8.1	PCode_802021	Unassigned
65286861	DOU200RBD	DIA	PA2	Starlock	2610068674	Blister hood        1 piece OMT Front	Lct (Lincolnton)	PVC	8.6	PCode_802021	Unassigned
65286861	DOU200RBD	DIA	PA2	Starlock	2610068668	Corrugated carton   260x103x193	Lct (Lincolnton)	FOLDING BOX	129.0	PCode_304109	Unassigned
65286861	DOU200RBD	DIA	PA2	Starlock	2610068641	Insert card         DOU200RBD	Lct (Lincolnton)	PAPER/CARDBOARD	3.26	PCode_312214	Unassigned
65286861	DOU200RBD	DIA	PA2	Starlock	1609432609	Anti-Theft Device   SENSTAG ZLAPX7K51	Lct (Lincolnton)	PS/PE	1.0	PCode_827864	Unassigned
76976694	DOU125CF	DIA	PA2	Starlock	2610068668	Corrugated carton   260x103x193	Lct (Lincolnton)	FOLDING BOX	129.0	PCode_304109	Unassigned
76976694	DOU125CF	DIA	PA2	Starlock	2610068675	Blister hood        OMT Back	Lct (Lincolnton)	PVC	8.1	PCode_802021	Unassigned
76976694	DOU125CF	DIA	PA2	Starlock	2610068672	Blister hood        1 piece OMT Front	Lct (Lincolnton)	PVC	8.6	PCode_802021	Unassigned
76976694	DOU125CF	DIA	PA2	Starlock	2610068642	Insert card         DOU125CF	Lct (Lincolnton)	PAPER/CARDBOARD	3.26	PCode_312214	Unassigned
76976694	DOU125CF	DIA	PA2	Starlock	1609432609	Anti-Theft Device   SENSTAG ZLAPX7K51	Lct (Lincolnton)	PS/PE	1.0	PCode_827864	Unassigned
60760566	DOU125CF3	DIA	PA2	Starlock	2610068675	Blister hood        OMT Back	Lct (Lincolnton)	PVC	8.1	PCode_802021	Unassigned
60760566	DOU125CF3	DIA	PA2	Starlock	2610068643	Insert card         DOU125CF3	Lct (Lincolnton)	PAPER/CARDBOARD	3.26	PCode_312214	Unassigned
60760566	DOU125CF3	DIA	PA2	Starlock	2610068673	Blister hood        3 piece OMT Front	Lct (Lincolnton)	PVC	8.0	PCode_802021	Unassigned
60760566	DOU125CF3	DIA	PA2	Starlock	2610068668	Corrugated carton   260x103x193	Lct (Lincolnton)	FOLDING BOX	129.0	PCode_304109	Unassigned
60760566	DOU125CF3	DIA	PA2	Starlock	1609432609	Anti-Theft Device   SENSTAG ZLAPX7K51	Lct (Lincolnton)	PS/PE	1.0	PCode_827864	Unassigned
75078663	DOU125CGP	DIA	PA2	Starlock	2610068644	Insert card         DOU125CGP	Lct (Lincolnton)	PAPER/CARDBOARD	3.26	PCode_312214	Unassigned
75078663	DOU125CGP	DIA	PA2	Starlock	2610068668	Corrugated carton   260x103x193	Lct (Lincolnton)	FOLDING BOX	129.0	PCode_304109	Unassigned
75078663	DOU125CGP	DIA	PA2	Starlock	2610068675	Blister hood        OMT Back	Lct (Lincolnton)	PVC	8.1	PCode_802021	Unassigned
75078663	DOU125CGP	DIA	PA2	Starlock	2610068672	Blister hood        1 piece OMT Front	Lct (Lincolnton)	PVC	8.6	PCode_802021	Unassigned
75078663	DOU125CGP	DIA	PA2	Starlock	1609432609	Anti-Theft Device   SENSTAG ZLAPX7K51	Lct (Lincolnton)	PS/PE	1.0	PCode_827864	Unassigned
68851649	DOU125CGP3	DIA	PA2	Starlock	2610068645	Insert card         DOU125CGP3	Lct (Lincolnton)	PAPER/CARDBOARD	3.26	PCode_312214	Unassigned
68851649	DOU125CGP3	DIA	PA2	Starlock	2610068675	Blister hood        OMT Back	Lct (Lincolnton)	PVC	8.1	PCode_802021	Unassigned
68851649	DOU125CGP3	DIA	PA2	Starlock	2610068668	Corrugated carton   260x103x193	Lct (Lincolnton)	FOLDING BOX	129.0	PCode_304109	Unassigned
68851649	DOU125CGP3	DIA	PA2	Starlock	2610068673	Blister hood        3 piece OMT Front	Lct (Lincolnton)	PVC	8.0	PCode_802021	Unassigned
68851649	DOU125CGP3	DIA	PA2	Starlock	1609432609	Anti-Theft Device   SENSTAG ZLAPX7K51	Lct (Lincolnton)	PS/PE	1.0	PCode_827864	Unassigned
57950066	DOUS5	DIA	PA2	Starlock	6035630000	Carrying Case	Lct (Lincolnton)	ABS	167.4	PCode_236368	Unassigned
57950066	DOUS5	DIA	PA2	Starlock	2610068666	sleeve	Lct (Lincolnton)	PAPER/CARDBOARD	25.9	PCode_435468	Unassigned
57950066	DOUS5	DIA	PA2	Starlock	2610068676	Tool Holding Fixture	Lct (Lincolnton)	PS	25.3	PCode_379692	Unassigned
57950066	DOUS5	DIA	PA2	Starlock	2610068664	Label	Lct (Lincolnton)	PP	3.0	PCode_440854	Unassigned
57950066	DOUS5	DIA	PA2	Starlock	2610068670	Corrugated carton   226x132x165	Lct (Lincolnton)	FOLDING BOX	129.0	PCode_304109	Unassigned
